"","taxa","otu","otus","anterior dentation of pectoral fin spine","anterior distal serration of pectoral fin spine","anterior limb of parapophysis 4","anterior nuchal plate","arch of atlas","basipterygium bone","centrum 1","distal cartilage of external anterior process of basipterygium","distal cartilage of internal anterior process of basipterygium","distal cartilage of posterior process of basipterygium","entopterygoid vertical strut","epibranchial 2 bone uncinate process","epibranchial 4 bone uncinate process","epioccipital posterior process","external anterior process of basipterygium","hypobranchial 1 bone distal cartilage","hypobranchial 2 bone distal cartilage","hypurapophysis","intercalarium","internal anterior process of basipterygium","lateral ethmoid palatine process","lateral ethmoid wing","lateral process of basipterygium","mesethmoid cornu","middle anterior process of basipterygium","middle nuchal plate","neural lamina","optic foramen","parapophysis","parapophysis 1","parapophysis 2","parapophysis 4","parapophysis 5","parapophysis 6","pelvic girdle bone/zone","posterior cleithral process","posterior dentation of dorsal fin spine 2","posterior dentation of pectoral fin spine","posterior limb of parapophysis 4","posterior nuchal plate","posterior process of basipterygium","posttemporal fossa","preopercle horizontal limb","quadrate dorsal process","quadrate ventral process","scaphium","sphenotic spine","superficial ophthalmic nerve foramen","supraoccipital crest","transverse process of atlas","type 1 odontode","urohyal lateral process","urohyal median process","uroneural","Weberian complex centrum","zygapophysis"
"1121","Scoloplax distolothrix","VTO_0035550","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1122","Scoloplax dolicholophia","VTO_0059557","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1123","Scoloplax sp. (de Pinna 1993)","VTO_0059554","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1 and 0","0","1",NA,NA,"1 and 0","0","0","0","0 and 1",NA,NA,"0",NA,"1",NA,"1 and 0",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA
"1124","Scorpiodoras heckelii","VTO_0060776","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,"1",NA,NA,NA,"1","0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1125","Silonia silondia","VTO_0036186","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,"1 and 0","1 and 0","1","1","1",NA,"1","1",NA,"1",NA,"1",NA,"1","1 and 0","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1","1",NA,"1",NA
"1126","Siluranodon auritus","VTO_0061483","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,"1 and 0","1 and 0","1","1","1",NA,"1","1",NA,"1",NA,"1",NA,"1","1 and 0","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1","1",NA,"1",NA
"1127","Silurichthys hasseltii","VTO_0062011","t6abf9436-7a24-4b98-8447-177c6f39540e","0",NA,NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1128","Silurichthys indragiriensis","VTO_0062009","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1","1",NA,NA,"1","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1129","Silurichthys phaiosoma","VTO_0062013","t6abf9436-7a24-4b98-8447-177c6f39540e","0",NA,"1",NA,"1","1","1",NA,NA,NA,NA,NA,NA,"0","1",NA,NA,"1","1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1130","Silurichthys schneideri","VTO_0036148","t6abf9436-7a24-4b98-8447-177c6f39540e","0",NA,NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1131","Silurichthys sp. (Bornbusch 1991)","VTO_0062008","t6abf9436-7a24-4b98-8447-177c6f39540e","0",NA,NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1132","Siluridae","VTO_0036122","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,"1","0",NA,"0","0","0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,"0",NA,0,NA,NA,NA,"1","0","0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","0 and 1"
"1133","Siluriformes","VTO_0034991","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,"1","1","1",NA,NA,NA,"0 and 1",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1 and 0","1 and 0","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,"0 and 1","1 and 0",NA,"0","1",NA,NA,NA,"1",NA,NA,NA,NA,"1 and 0","0"
"1134","Silurus aristotelis","VTO_0036127","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1135","Silurus asotus","VTO_0036128","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,"1",NA,"1","1","1",NA,NA,NA,NA,NA,NA,"1 and 0","1",NA,NA,"1","1","1","1",NA,NA,"1",1,"1","1","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1",NA,NA,"1",NA
"1136","Silurus glanis","VTO_0036124","t6abf9436-7a24-4b98-8447-177c6f39540e","0",NA,"1",NA,"1","1","1","1","1","1",NA,NA,"1","1 and 0","1","1","1","1","1","1","1","1",NA,"1",1,"1","1","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1",NA,NA,"1",NA
"1137","Silurus grahami","VTO_0061948","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1","1","1",NA,NA,NA,1,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1138","Silurus lithophilus","VTO_0061941","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1","1","1",NA,NA,NA,1,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1139","Silurus mento","VTO_0061946","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1","1","1",NA,NA,NA,1,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1140","Silurus meridionalis","VTO_0036129","t6abf9436-7a24-4b98-8447-177c6f39540e","0",NA,NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1","1","1",NA,NA,NA,1,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1141","Silurus soldatovi","VTO_0061943","t6abf9436-7a24-4b98-8447-177c6f39540e","0",NA,NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1","1","1",NA,NA,NA,1,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1142","Sisoridae","VTO_0036523","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","0 and 1"
"1143","Sisor rabdophorus","VTO_0036613","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"0",NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA
"1144","Sorubim lima","VTO_0036362","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"1","1",NA,"1","1","1",NA,NA,"1 and 0","1 and 0","1","1","1",NA,"1","1",NA,NA,NA,"1",NA,"1","1","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1","1",NA,"1",NA
"1145","Spectracanthicus murinus","VTO_0060335","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,"0 and 1",NA,"1 and 0",NA,NA,NA,"1",NA
"1146","Sperata aor","VTO_0035137","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,"1 and 0","1 and 0","1","1","1",NA,"1","1",NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1","1",NA,"1",NA
"1147","Sperata seenghala","VTO_0035136","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"1","1","1","1","1","1",NA,NA,"1 and 0","1 and 0","1","1","1",NA,"1","1",NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,"1","1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA,"1 and 0","1",NA,"0","1","1",NA,"1",NA
"1148","Squaliforma squalina","VTO_0036851","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,"0 and 1",NA,"1 and 0",NA,NA,NA,"1",NA
"1149","Sturisoma festivum","VTO_0037083","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 and 0","0","0","0","0","0","1",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0",NA,NA,NA,"0 and 1",NA,"1 and 0",NA,NA,NA,"1",NA
"1150","Sturisoma lyra","VTO_0060146","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,"0","1","0",NA,NA,NA,"0",NA,NA,"1 and 0",NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,"1","1 and 0","0","1","0",NA,"1","1",NA,"1","0",NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,"1 and 0","1","0",NA,"1",NA,NA,"1",NA
"1151","Sturisoma sp. (Friel 1994)","VTO_0060135","t6abf9436-7a24-4b98-8447-177c6f39540e","1 and 0",NA,"0","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,"1 and 0",NA,"1","1",NA,"1 and 0","0","0","1 and 0","1 and 0","0","1","1",NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"1152","Sturisomatichthys citurensis","VTO_0037056","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"0",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 and 0","0","0","0","0","0","1",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0",NA,NA,NA,"0 and 1",NA,"1 and 0",NA,NA,NA,"1",NA
"1153","Synodontis acanthomias","VTO_0061822","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1154","Synodontis acanthoperca","VTO_0061819","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1155","Synodontis alberti","VTO_0061831","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1156","Synodontis albolineata","VTO_0061823","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1 and 0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1157","Synodontis angelica","VTO_0061776","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1158","Synodontis batesii","VTO_0036762","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1 and 0",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1159","Synodontis brichardi","VTO_0036750","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA
"1160","Synodontis clarias","VTO_0036771","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA
"1161","Synodontis congica","VTO_0061759","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1162","Synodontis contracta","VTO_0061811","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1 and 0",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1163","Synodontis decora","VTO_0061829","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA
"1164","Synodontis depauwi","VTO_0061820","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA
"1165","Synodontis euptera","VTO_0061828","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1166","Synodontis flavitaeniata","VTO_0061844","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1",NA,NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA
"1167","Synodontis gambiensis","VTO_0036770","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1168","Synodontis granulosa","VTO_0061770","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1169","Synodontis haugi","VTO_0061768","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1170","Synodontis katangae","VTO_0036761","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1171","Synodontis longirostris","VTO_0061788","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1172","Synodontis macrostigma","VTO_0036730","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,"1",NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1173","Synodontis nigrita","VTO_0036751","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,"1","1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,"1","1",NA,"1","1","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1174","Synodontis nigriventris","VTO_0036795","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1","1 and 0",NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA
"1175","Synodontis njassae","VTO_0036774","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1176","Synodontis notata","VTO_0061774","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA
"1177","Synodontis ornatipinnis","VTO_0061792","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,"1",NA,NA,NA,"1","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1178","Synodontis pleurops","VTO_0036734","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1179","Synodontis rebeli","VTO_0036737","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1180","Synodontis schall","VTO_0036747","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,"1","1",NA,"1",NA,"1","1","1",NA,NA,"1 and 0","0","1","1","1",NA,NA,"1",NA,"1",NA,"1",NA,"1","1","1","1",NA,NA,"1","1",NA,"1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1","1",NA,"1",NA
"1181","Synodontis serrata","VTO_0061830","t6abf9436-7a24-4b98-8447-177c6f39540e","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,"1",NA,NA,NA,"1","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA
"1182","Synodontis sorex","VTO_0036746","t6abf9436-7a24-4b98-8447-177c6f39540e",NA,NA,NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA,"1",NA,NA,"1","1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
